group_id,Premise,Hypothesis,label
56,"একটা খালি জায়গায় চারজন মহিলা, পুরুষ দাঁড়িয়ে আছে আর তাদের পেছনে কয়েকটা সুউচ্চ বিল্ডিং দেখা যাচ্ছে।",পাঁচজন দাঁড়িয়ে আছে,Entailment
56,"একটা খালি জায়গায় চারজন মহিলা, পুরুষ দাঁড়িয়ে আছে আর তাদের পেছনে কয়েকটা সুউচ্চ বিল্ডিং দেখা যাচ্ছে।",পাঁচজন বন্ধু বান্ধবী একসাথে হয়েছে,Neutral
56,"একটা খালি জায়গায় চারজন মহিলা, পুরুষ দাঁড়িয়ে আছে আর তাদের পেছনে কয়েকটা সুউচ্চ বিল্ডিং দেখা যাচ্ছে।",পাঁচজন পুরুষ দাঁড়িয়ে আছে,Contradiction
57,একজন পুরুষ ও একজন নারী দারিয়ে আছে। পিছনে দুইজন মানুষ ও বিশাল ভবন রয়েছে।,দুইজন একটি ভবনের সামনে দাঁড়িয়ে আছে,Entailment
57,একজন পুরুষ ও একজন নারী দারিয়ে আছে। পিছনে দুইজন মানুষ ও বিশাল ভবন রয়েছে।,একজন পুরুষ এ তার স্ত্রী দাঁড়িয়ে আছে,Neutral
57,একজন পুরুষ ও একজন নারী দারিয়ে আছে। পিছনে দুইজন মানুষ ও বিশাল ভবন রয়েছে।,দুইজন পুরুষ দাঁড়িয়ে আছে,Contradiction
58,অনেকগুলো নারী সারিবদ্ধভাবে লাইনে দাড়িয়ে আছে।,অনেকজন লাইনে দাঁড়িয়ে আছে,Entailment
58,অনেকগুলো নারী সারিবদ্ধভাবে লাইনে দাড়িয়ে আছে।,অনেকজন পাসপোর্টের লাইনে দাঁড়িয়ে আছে,Neutral
58,অনেকগুলো নারী সারিবদ্ধভাবে লাইনে দাড়িয়ে আছে।,অনেকজন পুরুষ লাইনে দাঁড়িয়ে আছে,Contradiction
59,দুইজন পুলিশ একজন পুরুষকে ধরে নিয়ে যাচ্ছে।,পুলিশরা একজনকে ধরে নিয়ে যাচ্ছে,Entailment
59,দুইজন পুলিশ একজন পুরুষকে ধরে নিয়ে যাচ্ছে।,পুলিশ একজন ডাকাত ধরেছে,Neutral
59,দুইজন পুলিশ একজন পুরুষকে ধরে নিয়ে যাচ্ছে।,একটি পুলিশ একজন পুরুষকে ধরেছে,Contradiction
60,একজন নারী বসে আছে। পাশে অনেকগুলো মরিচ আছে।,একজন নারী মরিচের পাশে বসে আছে,Entailment
60,একজন নারী বসে আছে। পাশে অনেকগুলো মরিচ আছে।,একজন লাল মরিচের পাশে বসে আছে,Neutral
60,একজন নারী বসে আছে। পাশে অনেকগুলো মরিচ আছে।,একজন মরিচের পাশে দাঁড়িয়ে আছে,Contradiction
61,"একটা ছোট ছেলে গায়ে মুখে কালো কালির দাগ, মাথার চুল ময়লা হয়ে আছে।",একটি ছোট ছেলের চুলে ময়লা লেগে আছে,Entailment
61,"একটা ছোট ছেলে গায়ে মুখে কালো কালির দাগ, মাথার চুল ময়লা হয়ে আছে।",একটি ছোট ছেলে কালি দিয়ে খেলছে,Neutral
61,"একটা ছোট ছেলে গায়ে মুখে কালো কালির দাগ, মাথার চুল ময়লা হয়ে আছে।",একটি ছোট ছেলের চুল অনেক পরিষ্কার,Contradiction
62,একজন বালকের মুখে ময়লা লাগে আছে।,একটি বালকের মুখ পরিষ্কার নয়,Entailment
62,একজন বালকের মুখে ময়লা লাগে আছে।,একটি বালকের মুখে কালি লেগে আছে,Neutral
62,একজন বালকের মুখে ময়লা লাগে আছে।,একটি বালকের মুখ অনেক পরিষ্কার,Contradiction
63,একটা ট্রলারে শত শত মানুষ একসাথে গাদাগাদি করে আছে।,ট্রলারে অনেক মানুষ,Entailment
63,একটা ট্রলারে শত শত মানুষ একসাথে গাদাগাদি করে আছে।,অনেক মানুষ তাদের গ্রামে যাচ্ছে ট্রলার করে,Neutral
63,একটা ট্রলারে শত শত মানুষ একসাথে গাদাগাদি করে আছে।,ট্রলারে দুইজন মানুষ,Contradiction
64,একটি বড় নৌকায় অনেকগুলো মানুষ আছে।,নৌকায় অনেক মানুষ আছে,Entailment
64,একটি বড় নৌকায় অনেকগুলো মানুষ আছে।,অনেক মানুষ গ্রামে যাচ্ছে,Neutral
